m,TagName,
"2020-12-01 00:00:00","c#","5717"
"2020-12-01 00:00:00","c++","4440"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","534"
"2020-12-01 00:00:00","java","7781"
"2020-12-01 00:00:00","javascript","15958"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4780"
"2020-12-01 00:00:00","python","22102"
"2020-12-01 00:00:00","r","4335"
"2020-12-01 00:00:00","ruby","498"
"2020-12-01 00:00:00","swift","2091"
"2021-01-01 00:00:00","assembly","307"
"2021-01-01 00:00:00","c","2559"
"2021-01-01 00:00:00","c#","6171"
"2021-01-01 00:00:00","c++","4091"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","564"
"2021-01-01 00:00:00","java","8002"
"2021-01-01 00:00:00","javascript","16810"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4745"
"2021-01-01 00:00:00","python","22807"
"2021-01-01 00:00:00","r","4336"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2305"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2234"
"2021-02-01 00:00:00","c#","5781"
"2021-02-01 00:00:00","c++","4081"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","566"
"2021-02-01 00:00:00","java","7545"
"2021-02-01 00:00:00","javascript","15221"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4373"
"2021-02-01 00:00:00","python","21351"
"2021-02-01 00:00:00","r","4321"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2248"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2479"
"2021-03-01 00:00:00","c#","6363"
"2021-03-01 00:00:00","c++","4281"
"2021-03-01 00:00:00","delphi","253"
"2021-03-01 00:00:00","go","753"
"2021-03-01 00:00:00","java","8632"
"2021-03-01 00:00:00","javascript","16701"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4735"
"2021-03-01 00:00:00","python","23743"
"2021-03-01 00:00:00","r","5165"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2373"
"2021-04-01 00:00:00","assembly","319"
"2021-04-01 00:00:00","c","2291"
"2021-04-01 00:00:00","c#","5876"
"2021-04-01 00:00:00","c++","3921"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","623"
"2021-04-01 00:00:00","java","7889"
"2021-04-01 00:00:00","javascript","15803"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4298"
"2021-04-01 00:00:00","python","22345"
"2021-04-01 00:00:00","r","4789"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","swift","2106"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2079"
"2021-05-01 00:00:00","c#","5706"
"2021-05-01 00:00:00","c++","4171"
"2021-05-01 00:00:00","delphi","168"
"2021-05-01 00:00:00","go","640"
"2021-05-01 00:00:00","java","7915"
"2021-05-01 00:00:00","javascript","15758"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4247"
"2021-05-01 00:00:00","python","22318"
"2021-05-01 00:00:00","r","4661"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1852"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1862"
"2021-06-01 00:00:00","c#","5602"
"2021-06-01 00:00:00","c++","3808"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7552"
"2021-06-01 00:00:00","javascript","14942"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4067"
"2021-06-01 00:00:00","python","20816"
"2021-06-01 00:00:00","r","4274"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1782"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1614"
"2021-07-01 00:00:00","c#","5189"
"2021-07-01 00:00:00","c++","3481"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","602"
"2021-07-01 00:00:00","java","6927"
"2021-07-01 00:00:00","javascript","14709"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3889"
"2021-07-01 00:00:00","python","20509"
"2021-07-01 00:00:00","r","4043"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1956"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1528"
"2021-08-01 00:00:00","c#","5090"
"2021-08-01 00:00:00","c++","3231"
"2021-08-01 00:00:00","delphi","134"
"2021-08-01 00:00:00","go","742"
"2021-08-01 00:00:00","java","6725"
"2021-08-01 00:00:00","javascript","14566"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3853"
"2021-08-01 00:00:00","python","19766"
"2021-08-01 00:00:00","r","4032"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1885"
"2021-09-01 00:00:00","assembly","192"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5034"
"2021-09-01 00:00:00","c++","3576"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","617"
"2021-09-01 00:00:00","java","6584"
"2021-09-01 00:00:00","javascript","14364"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3690"
"2021-09-01 00:00:00","python","18943"
"2021-09-01 00:00:00","r","3896"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1616"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2088"
"2021-10-01 00:00:00","c#","5265"
"2021-10-01 00:00:00","c++","3698"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","698"
"2021-10-01 00:00:00","java","6535"
"2021-10-01 00:00:00","javascript","13777"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3583"
"2021-10-01 00:00:00","python","19729"
"2021-10-01 00:00:00","r","4169"
"2021-10-01 00:00:00","ruby","413"
"2021-10-01 00:00:00","swift","1561"
"2021-11-01 00:00:00","assembly","284"
"2021-11-01 00:00:00","c","2200"
"2021-11-01 00:00:00","c#","5574"
"2021-11-01 00:00:00","c++","3795"
"2021-11-01 00:00:00","delphi","139"
"2021-11-01 00:00:00","go","649"
"2021-11-01 00:00:00","java","6885"
"2021-11-01 00:00:00","javascript","13419"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3481"
"2021-11-01 00:00:00","python","19982"
"2021-11-01 00:00:00","r","4023"
"2021-11-01 00:00:00","ruby","392"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","265"
"2021-12-01 00:00:00","c","2093"
"2021-12-01 00:00:00","c#","5006"
"2021-12-01 00:00:00","c++","3552"
"2021-12-01 00:00:00","delphi","142"
"2021-12-01 00:00:00","go","720"
"2021-12-01 00:00:00","java","6162"
"2021-12-01 00:00:00","javascript","13025"
"2021-12-01 00:00:00","perl","101"
"2021-12-01 00:00:00","php","3230"
"2021-12-01 00:00:00","python","18960"
"2021-12-01 00:00:00","r","3537"
"2021-12-01 00:00:00","ruby","372"
"2021-12-01 00:00:00","swift","1415"
"2022-01-01 00:00:00","assembly","228"
"2022-01-01 00:00:00","c","1949"
"2022-01-01 00:00:00","c#","5249"
"2022-01-01 00:00:00","c++","3595"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","go","738"
"2022-01-01 00:00:00","java","6415"
"2022-01-01 00:00:00","javascript","13906"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3377"
"2022-01-01 00:00:00","python","19633"
"2022-01-01 00:00:00","r","3841"
"2022-01-01 00:00:00","ruby","442"
"2022-01-01 00:00:00","swift","1725"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1672"
"2022-02-01 00:00:00","c#","5076"
"2022-02-01 00:00:00","c++","3183"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","642"
"2022-02-01 00:00:00","java","5901"
"2022-02-01 00:00:00","javascript","12771"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3115"
"2022-02-01 00:00:00","python","19202"
"2022-02-01 00:00:00","r","3911"
"2022-02-01 00:00:00","ruby","404"
"2022-02-01 00:00:00","swift","1597"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","c","1942"
"2022-03-01 00:00:00","c#","5662"
"2022-03-01 00:00:00","c++","3492"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","758"
"2022-03-01 00:00:00","java","6556"
"2022-03-01 00:00:00","javascript","13556"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3128"
"2022-03-01 00:00:00","python","20673"
"2022-03-01 00:00:00","r","4478"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1736"
"2022-04-01 00:00:00","assembly","246"
"2022-04-01 00:00:00","c","1736"
"2022-04-01 00:00:00","c#","5187"
"2022-04-01 00:00:00","c++","3466"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","go","709"
"2022-04-01 00:00:00","java","6344"
"2022-04-01 00:00:00","javascript","13445"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3184"
"2022-04-01 00:00:00","python","19801"
"2022-04-01 00:00:00","r","4175"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1447"
"2022-05-01 00:00:00","assembly","257"
"2022-05-01 00:00:00","c","1764"
"2022-05-01 00:00:00","c#","5489"
"2022-05-01 00:00:00","c++","3518"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","605"
"2022-05-01 00:00:00","java","6458"
"2022-05-01 00:00:00","javascript","13284"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3361"
"2022-05-01 00:00:00","python","19372"
"2022-05-01 00:00:00","r","4133"
"2022-05-01 00:00:00","ruby","436"
"2022-05-01 00:00:00","swift","1457"
"2022-06-01 00:00:00","assembly","238"
"2022-06-01 00:00:00","c","1558"
"2022-06-01 00:00:00","c#","5298"
"2022-06-01 00:00:00","c++","3069"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","675"
"2022-06-01 00:00:00","java","5696"
"2022-06-01 00:00:00","javascript","12594"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3198"
"2022-06-01 00:00:00","python","18722"
"2022-06-01 00:00:00","r","3887"
"2022-06-01 00:00:00","ruby","425"
"2022-06-01 00:00:00","swift","1510"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1382"
"2022-07-01 00:00:00","c#","5218"
"2022-07-01 00:00:00","c++","2983"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","681"
"2022-07-01 00:00:00","java","5398"
"2022-07-01 00:00:00","javascript","12731"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3094"
"2022-07-01 00:00:00","python","19002"
"2022-07-01 00:00:00","r","3662"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1467"
"2022-08-01 00:00:00","assembly","163"
"2022-08-01 00:00:00","c","1432"
"2022-08-01 00:00:00","c#","5480"
"2022-08-01 00:00:00","c++","2947"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","go","788"
"2022-08-01 00:00:00","java","5293"
"2022-08-01 00:00:00","javascript","13040"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3118"
"2022-08-01 00:00:00","python","18635"
"2022-08-01 00:00:00","r","3782"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1481"
"2022-09-01 00:00:00","assembly","173"
"2022-09-01 00:00:00","c","1548"
"2022-09-01 00:00:00","c#","4985"
"2022-09-01 00:00:00","c++","2772"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","786"
"2022-09-01 00:00:00","java","5035"
"2022-09-01 00:00:00","javascript","11871"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2828"
"2022-09-01 00:00:00","python","17042"
"2022-09-01 00:00:00","r","3536"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1489"
"2022-10-01 00:00:00","assembly","225"
"2022-10-01 00:00:00","c","1888"
"2022-10-01 00:00:00","c#","5030"
"2022-10-01 00:00:00","c++","2923"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","682"
"2022-10-01 00:00:00","java","5281"
"2022-10-01 00:00:00","javascript","11629"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2767"
"2022-10-01 00:00:00","python","18483"
"2022-10-01 00:00:00","r","3912"
"2022-10-01 00:00:00","ruby","373"
"2022-10-01 00:00:00","swift","1325"
"2022-11-01 00:00:00","assembly","270"
"2022-11-01 00:00:00","c","2003"
"2022-11-01 00:00:00","c#","5169"
"2022-11-01 00:00:00","c++","2960"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","695"
"2022-11-01 00:00:00","java","5400"
"2022-11-01 00:00:00","javascript","11726"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2787"
"2022-11-01 00:00:00","python","18822"
"2022-11-01 00:00:00","r","4000"
"2022-11-01 00:00:00","ruby","413"
"2022-11-01 00:00:00","swift","1433"
"2022-12-01 00:00:00","assembly","260"
"2022-12-01 00:00:00","c","1725"
"2022-12-01 00:00:00","c#","4661"
"2022-12-01 00:00:00","c++","2608"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","599"
"2022-12-01 00:00:00","java","4796"
"2022-12-01 00:00:00","javascript","10275"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2374"
"2022-12-01 00:00:00","python","15853"
"2022-12-01 00:00:00","r","3208"
"2022-12-01 00:00:00","ruby","344"
"2022-12-01 00:00:00","swift","1228"
"2023-01-01 00:00:00","assembly","230"
"2023-01-01 00:00:00","c","1440"
"2023-01-01 00:00:00","c#","4705"
"2023-01-01 00:00:00","c++","2408"
"2023-01-01 00:00:00","delphi","108"
"2023-01-01 00:00:00","go","688"
"2023-01-01 00:00:00","java","4693"
"2023-01-01 00:00:00","javascript","10045"
"2023-01-01 00:00:00","perl","72"
"2023-01-01 00:00:00","php","2535"
"2023-01-01 00:00:00","python","15003"
"2023-01-01 00:00:00","r","3256"
"2023-01-01 00:00:00","ruby","327"
"2023-01-01 00:00:00","swift","1205"
"2023-02-01 00:00:00","assembly","172"
"2023-02-01 00:00:00","c","1230"
"2023-02-01 00:00:00","c#","4119"
"2023-02-01 00:00:00","c++","2037"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","621"
"2023-02-01 00:00:00","java","4088"
"2023-02-01 00:00:00","javascript","8492"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2014"
"2023-02-01 00:00:00","python","13036"
"2023-02-01 00:00:00","r","3269"
"2023-02-01 00:00:00","ruby","316"
"2023-02-01 00:00:00","swift","1063"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1180"
"2023-03-01 00:00:00","c#","4236"
"2023-03-01 00:00:00","c++","2332"
"2023-03-01 00:00:00","delphi","123"
"2023-03-01 00:00:00","go","599"
"2023-03-01 00:00:00","java","4463"
"2023-03-01 00:00:00","javascript","8510"
"2023-03-01 00:00:00","perl","94"
"2023-03-01 00:00:00","php","1885"
"2023-03-01 00:00:00","python","12783"
"2023-03-01 00:00:00","r","3293"
"2023-03-01 00:00:00","ruby","263"
"2023-03-01 00:00:00","swift","1131"
"2023-04-01 00:00:00","assembly","181"
"2023-04-01 00:00:00","c","1099"
"2023-04-01 00:00:00","c#","3312"
"2023-04-01 00:00:00","c++","1771"
"2023-04-01 00:00:00","delphi","115"
"2023-04-01 00:00:00","go","483"
"2023-04-01 00:00:00","java","3583"
"2023-04-01 00:00:00","javascript","6591"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1595"
"2023-04-01 00:00:00","python","10090"
"2023-04-01 00:00:00","r","2597"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","swift","894"
"2023-05-01 00:00:00","assembly","161"
"2023-05-01 00:00:00","c","980"
"2023-05-01 00:00:00","c#","3237"
"2023-05-01 00:00:00","c++","1633"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","391"
"2023-05-01 00:00:00","java","3305"
"2023-05-01 00:00:00","javascript","6150"
"2023-05-01 00:00:00","perl","53"
"2023-05-01 00:00:00","php","1628"
"2023-05-01 00:00:00","python","9560"
"2023-05-01 00:00:00","r","2371"
"2023-05-01 00:00:00","ruby","223"
"2023-05-01 00:00:00","swift","806"
"2023-06-01 00:00:00","assembly","141"
"2023-06-01 00:00:00","c","817"
"2023-06-01 00:00:00","c#","3256"
"2023-06-01 00:00:00","c++","1652"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","go","498"
"2023-06-01 00:00:00","java","3345"
"2023-06-01 00:00:00","javascript","5894"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1563"
"2023-06-01 00:00:00","python","9087"
"2023-06-01 00:00:00","r","2210"
"2023-06-01 00:00:00","ruby","192"
"2023-06-01 00:00:00","swift","938"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","842"
"2023-07-01 00:00:00","c#","3299"
"2023-07-01 00:00:00","c++","1666"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","495"
"2023-07-01 00:00:00","java","3168"
"2023-07-01 00:00:00","javascript","5970"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1451"
"2023-07-01 00:00:00","python","9055"
"2023-07-01 00:00:00","r","2024"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","935"
"2023-08-01 00:00:00","assembly","137"
"2023-08-01 00:00:00","c","813"
"2023-08-01 00:00:00","c#","3226"
"2023-08-01 00:00:00","c++","1548"
"2023-08-01 00:00:00","delphi","95"
"2023-08-01 00:00:00","go","470"
"2023-08-01 00:00:00","java","3211"
"2023-08-01 00:00:00","javascript","5573"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1564"
"2023-08-01 00:00:00","python","8712"
"2023-08-01 00:00:00","r","2061"
"2023-08-01 00:00:00","ruby","181"
"2023-08-01 00:00:00","swift","811"
"2023-09-01 00:00:00","assembly","155"
"2023-09-01 00:00:00","c","858"
"2023-09-01 00:00:00","c#","3025"
"2023-09-01 00:00:00","c++","1470"
"2023-09-01 00:00:00","delphi","105"
"2023-09-01 00:00:00","go","421"
"2023-09-01 00:00:00","java","3299"
"2023-09-01 00:00:00","javascript","5630"
"2023-09-01 00:00:00","perl","60"
"2023-09-01 00:00:00","php","1651"
"2023-09-01 00:00:00","python","8548"
"2023-09-01 00:00:00","r","2018"
"2023-09-01 00:00:00","ruby","190"
"2023-09-01 00:00:00","swift","853"
"2023-10-01 00:00:00","assembly","169"
"2023-10-01 00:00:00","c","954"
"2023-10-01 00:00:00","c#","3112"
"2023-10-01 00:00:00","c++","1684"
"2023-10-01 00:00:00","delphi","163"
"2023-10-01 00:00:00","go","415"
"2023-10-01 00:00:00","java","3332"
"2023-10-01 00:00:00","javascript","5314"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1475"
"2023-10-01 00:00:00","python","8808"
"2023-10-01 00:00:00","r","2040"
"2023-10-01 00:00:00","ruby","191"
"2023-10-01 00:00:00","swift","880"
"2023-11-01 00:00:00","assembly","170"
"2023-11-01 00:00:00","c","948"
"2023-11-01 00:00:00","c#","3083"
"2023-11-01 00:00:00","c++","1450"
"2023-11-01 00:00:00","delphi","103"
"2023-11-01 00:00:00","go","404"
"2023-11-01 00:00:00","java","3251"
"2023-11-01 00:00:00","javascript","5121"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1391"
"2023-11-01 00:00:00","python","8380"
"2023-11-01 00:00:00","r","1983"
"2023-11-01 00:00:00","ruby","150"
"2023-11-01 00:00:00","swift","860"
"2023-12-01 00:00:00","assembly","179"
"2023-12-01 00:00:00","c","859"
"2023-12-01 00:00:00","c#","2624"
"2023-12-01 00:00:00","c++","1408"
"2023-12-01 00:00:00","delphi","75"
"2023-12-01 00:00:00","go","323"
"2023-12-01 00:00:00","java","2513"
"2023-12-01 00:00:00","javascript","4714"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","1202"
"2023-12-01 00:00:00","python","6940"
"2023-12-01 00:00:00","r","1597"
"2023-12-01 00:00:00","ruby","153"
"2023-12-01 00:00:00","swift","735"
"2024-01-01 00:00:00","assembly","175"
"2024-01-01 00:00:00","c","816"
"2024-01-01 00:00:00","c#","2659"
"2024-01-01 00:00:00","c++","1565"
"2024-01-01 00:00:00","delphi","88"
"2024-01-01 00:00:00","go","339"
"2024-01-01 00:00:00","java","2847"
"2024-01-01 00:00:00","javascript","5066"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1383"
"2024-01-01 00:00:00","python","7678"
"2024-01-01 00:00:00","r","1795"
"2024-01-01 00:00:00","ruby","161"
"2024-01-01 00:00:00","swift","857"
"2024-02-01 00:00:00","assembly","132"
"2024-02-01 00:00:00","c","762"
"2024-02-01 00:00:00","c#","2680"
"2024-02-01 00:00:00","c++","1434"
"2024-02-01 00:00:00","delphi","110"
"2024-02-01 00:00:00","go","304"
"2024-02-01 00:00:00","java","2753"
"2024-02-01 00:00:00","javascript","4702"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1299"
"2024-02-01 00:00:00","python","7758"
"2024-02-01 00:00:00","r","1820"
"2024-02-01 00:00:00","ruby","157"
"2024-02-01 00:00:00","swift","668"
"2024-03-01 00:00:00","assembly","139"
"2024-03-01 00:00:00","c","734"
"2024-03-01 00:00:00","c#","2578"
"2024-03-01 00:00:00","c++","1333"
"2024-03-01 00:00:00","delphi","98"
"2024-03-01 00:00:00","go","322"
"2024-03-01 00:00:00","java","2810"
"2024-03-01 00:00:00","javascript","4703"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1361"
"2024-03-01 00:00:00","python","7352"
"2024-03-01 00:00:00","r","1686"
"2024-03-01 00:00:00","ruby","139"
"2024-03-01 00:00:00","swift","721"
"2024-04-01 00:00:00","assembly","184"
"2024-04-01 00:00:00","c","733"
"2024-04-01 00:00:00","c#","2720"
"2024-04-01 00:00:00","c++","1307"
"2024-04-01 00:00:00","delphi","105"
"2024-04-01 00:00:00","go","302"
"2024-04-01 00:00:00","java","2567"
"2024-04-01 00:00:00","javascript","4235"
"2024-04-01 00:00:00","perl","26"
"2024-04-01 00:00:00","php","1176"
"2024-04-01 00:00:00","python","7312"
"2024-04-01 00:00:00","r","1532"
"2024-04-01 00:00:00","ruby","114"
"2024-04-01 00:00:00","swift","686"
"2024-05-01 00:00:00","assembly","178"
"2024-05-01 00:00:00","c","661"
"2024-05-01 00:00:00","c#","2475"
"2024-05-01 00:00:00","c++","1424"
"2024-05-01 00:00:00","delphi","101"
"2024-05-01 00:00:00","go","269"
"2024-05-01 00:00:00","java","2252"
"2024-05-01 00:00:00","javascript","3983"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","1148"
"2024-05-01 00:00:00","python","6879"
"2024-05-01 00:00:00","r","1374"
"2024-05-01 00:00:00","ruby","117"
"2024-05-01 00:00:00","swift","612"
"2024-06-01 00:00:00","assembly","87"
"2024-06-01 00:00:00","c","534"
"2024-06-01 00:00:00","c#","1939"
"2024-06-01 00:00:00","c++","1071"
"2024-06-01 00:00:00","delphi","68"
"2024-06-01 00:00:00","go","225"
"2024-06-01 00:00:00","java","1677"
"2024-06-01 00:00:00","javascript","2967"
"2024-06-01 00:00:00","perl","30"
"2024-06-01 00:00:00","php","951"
"2024-06-01 00:00:00","python","5072"
"2024-06-01 00:00:00","r","1091"
"2024-06-01 00:00:00","ruby","109"
"2024-06-01 00:00:00","swift","577"
"2024-07-01 00:00:00","assembly","93"
"2024-07-01 00:00:00","c","562"
"2024-07-01 00:00:00","c#","2148"
"2024-07-01 00:00:00","c++","1163"
"2024-07-01 00:00:00","delphi","56"
"2024-07-01 00:00:00","go","253"
"2024-07-01 00:00:00","java","1648"
"2024-07-01 00:00:00","javascript","2994"
"2024-07-01 00:00:00","perl","34"
"2024-07-01 00:00:00","php","900"
"2024-07-01 00:00:00","python","5419"
"2024-07-01 00:00:00","r","1070"
"2024-07-01 00:00:00","ruby","94"
"2024-07-01 00:00:00","swift","603"
